ModelName,WJ314
FileVersion,1
Acquisition Time,2016/06/27 14:48:00
Time/div(second),10E-09
Delay(second),0.0000E+00
Delta(second),1E-09
Acquisition Mode,Normal
Trigger Address,50
CH1 Display,On
CH2 Display,On
CH3 Display,Off
CH4 Display,Off
CH1 Volt/div,1.00E+00
CH2 Volt/div,1.00E+00
CH3 Volt/div,100E-03
CH4 Volt/div,100E-03
CH1 Offset,-2.00E+00
CH2 Offset,-2.00E+00
CH3 Offset,-52.0E-03
CH4 Offset,-152E-03
CH1 Coupling,DC1M
CH2 Coupling,DC1M
CH3 Coupling,DC1M
CH4 Coupling,DC1M
CH1 Bandwidth,Full
CH2 Bandwidth,Full
CH3 Bandwidth,Full
CH4 Bandwidth,Full
Points,101
Ch1 V,Ch2 V,Ch3 V,Ch4 V
-3.12E-02,4.06E+00,,
0.00E+00,4.03E+00,,
0.00E+00,4.06E+00,,
-3.12E-02,4.03E+00,,
-3.12E-02,4.06E+00,,
0.00E+00,4.03E+00,,
-3.12E-02,4.06E+00,,
0.00E+00,4.03E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.03E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-6.25E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.09E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.06E+00,,
-6.25E-02,4.09E+00,,
-3.12E-02,4.06E+00,,
-6.25E-02,4.09E+00,,
0.00E+00,4.09E+00,,
-3.12E-02,4.09E+00,,
-3.12E-02,4.06E+00,,
-3.12E-02,4.12E+00,,
0.00E+00,4.12E+00,,
0.00E+00,4.12E+00,,
9.37E-02,4.12E+00,,
1.87E-01,4.12E+00,,
3.75E-01,4.15E+00,,
5.93E-01,4.15E+00,,
9.06E-01,4.15E+00,,
1.15E+00,4.18E+00,,
1.46E+00,4.21E+00,,
1.71E+00,4.21E+00,,
1.96E+00,4.25E+00,,
2.18E+00,4.25E+00,,
2.40E+00,4.25E+00,,
2.62E+00,4.25E+00,,
2.84E+00,4.25E+00,,
3.03E+00,4.25E+00,,
3.12E+00,4.18E+00,,
3.21E+00,3.93E+00,,
3.25E+00,3.56E+00,,
3.25E+00,3.06E+00,,
3.25E+00,2.43E+00,,
3.31E+00,1.78E+00,,
3.40E+00,1.21E+00,,
3.56E+00,7.50E-01,,
3.62E+00,4.37E-01,,
3.75E+00,1.87E-01,,
3.81E+00,6.25E-02,,
3.84E+00,0.00E+00,,
3.81E+00,9.37E-02,,
3.75E+00,2.18E-01,,
3.65E+00,3.75E-01,,
3.59E+00,4.06E-01,,
3.59E+00,3.75E-01,,
3.65E+00,2.81E-01,,
3.78E+00,2.81E-01,,
3.90E+00,2.81E-01,,
4.03E+00,2.81E-01,,
4.18E+00,2.50E-01,,
4.28E+00,1.87E-01,,
4.37E+00,6.25E-02,,
4.37E+00,3.12E-02,,
4.31E+00,-3.12E-02,,
4.21E+00,-6.25E-02,,
4.15E+00,-6.25E-02,,
4.09E+00,-6.25E-02,,
4.03E+00,-9.37E-02,,
3.93E+00,-9.37E-02,,
3.87E+00,-9.37E-02,,
3.81E+00,-3.12E-02,,
3.84E+00,-3.12E-02,,
3.87E+00,3.12E-02,,
3.90E+00,6.25E-02,,
3.90E+00,3.12E-02,,
4.00E+00,3.12E-02,,
4.03E+00,-3.12E-02,,
4.06E+00,-9.37E-02,,
4.06E+00,-1.56E-01,,
4.06E+00,-1.87E-01,,
4.03E+00,-1.87E-01,,
4.00E+00,-1.87E-01,,
3.96E+00,-1.87E-01,,
3.96E+00,-1.56E-01,,
3.93E+00,-1.56E-01,,
3.90E+00,-1.25E-01,,
3.93E+00,-1.25E-01,,
3.93E+00,-1.25E-01,,
4.00E+00,-1.25E-01,,
4.00E+00,-1.56E-01,,
4.03E+00,-1.87E-01,,
4.03E+00,-2.18E-01,,
